CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_SUN,NOM_SUN,POB_2018,CVE_LOC,NOM_LOC
29,Tlaxcala,29001,Amaxac de Guerrero,M29.01,Tlaxcala-Apizaco,12025.4325,,
29,Tlaxcala,29017,Mazatecochco de José María Morelos,M21.01,Puebla-Tlaxcala,11340.46168,,
29,Tlaxcala,29049,San Damián Texóloc,M29.01,Tlaxcala-Apizaco,5772.72357,,
29,Tlaxcala,29058,Santa Catarina Ayometla,M21.01,Puebla-Tlaxcala,9050.40336,,
29,Tlaxcala,29025,San Pablo del Monte,M21.01,Puebla-Tlaxcala,79152.45448,,
29,Tlaxcala,29032,Tetlatlahuca,M21.01,Puebla-Tlaxcala,14004.20797,,
29,Tlaxcala,29024,Panotla,M29.01,Tlaxcala-Apizaco,28652.19325,,
29,Tlaxcala,29031,Tetla de la Solidaridad,M29.01,Tlaxcala-Apizaco,33845.86244,,
29,Tlaxcala,29057,Santa Apolonia Teacalco,M21.01,Puebla-Tlaxcala,5057.62728,,
29,Tlaxcala,29033,Tlaxcala,M29.01,Tlaxcala-Apizaco,101521.98268,,
30,Veracruz de Ignacio de la Llave,30059,Chinameca,M30.04,Minatitlán,16592.65641,,
30,Veracruz de Ignacio de la Llave,30136,Rafael Lucio,M30.08,Xalapa,7974.48382,,
30,Veracruz de Ignacio de la Llave,30196,Yanga,M30.03,Córdoba,19044.01679,,
30,Veracruz de Ignacio de la Llave,30182,Tlalnelhuayocan,M30.08,Xalapa,18686.23971,,
30,Veracruz de Ignacio de la Llave,30081,Ixhuatlancillo,M30.05,Orizaba,25992.98822,,
30,Veracruz de Ignacio de la Llave,30138,Río Blanco,M30.05,Orizaba,42101.46983,,
30,Veracruz de Ignacio de la Llave,30199,Zaragoza,M30.04,Minatitlán,11828.99667,,
30,Veracruz de Ignacio de la Llave,30140,San Andrés Tenejapan,M30.05,Orizaba,3003.42777,,
30,Veracruz de Ignacio de la Llave,30074,Huiloapan de Cuauhtémoc,M30.05,Orizaba,7267.54367,,
30,Veracruz de Ignacio de la Llave,30120,Oteapan,M30.04,Minatitlán,17220.22836,,
30,Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,M30.07,Veracruz,24440.66728,,
30,Veracruz de Ignacio de la Llave,30145,Soconusco,M30.01,Acayucan,16385.39876,,
30,Veracruz de Ignacio de la Llave,30118,Orizaba,M30.05,Orizaba,126261.90927,,
30,Veracruz de Ignacio de la Llave,30101,Mariano Escobedo,M30.05,Orizaba,37346.82793,,
30,Veracruz de Ignacio de la Llave,30116,Oluta,M30.01,Acayucan,16115.49813,,
30,Veracruz de Ignacio de la Llave,30087,Xalapa,M30.08,Xalapa,506203.42584,,
30,Veracruz de Ignacio de la Llave,30175,Tihuatlán,M30.06,Poza Rica,98009.57658,,
30,Veracruz de Ignacio de la Llave,30036,Coacoatzintla,M30.08,Xalapa,10474.83366,,
30,Veracruz de Ignacio de la Llave,30048,Cosoleacaque,M30.04,Minatitlán,131807.71955,,
30,Veracruz de Ignacio de la Llave,30108,Minatitlán,M30.04,Minatitlán,167019.39104,,
30,Veracruz de Ignacio de la Llave,30124,Papantla,M30.06,Poza Rica,166465.55259,,
30,Veracruz de Ignacio de la Llave,30014,Amatlán de los Reyes,M30.03,Córdoba,45983.50169,,
30,Veracruz de Ignacio de la Llave,30038,Coatepec,M30.08,Xalapa,93440.03451,,
30,Veracruz de Ignacio de la Llave,30105,Medellín de Bravo,M30.07,Veracruz,78101.81301,,
30,Veracruz de Ignacio de la Llave,30123,Pánuco,M28.05,Tampico,103500.43481,,
30,Veracruz de Ignacio de la Llave,30033,Cazones de Herrera,M30.06,Poza Rica,24383.12894,,
30,Veracruz de Ignacio de la Llave,30089,Jáltipan,M30.04,Minatitlán,42662.13359,,
30,Veracruz de Ignacio de la Llave,30011,Alvarado,M30.07,Veracruz,55324.00802,,
30,Veracruz de Ignacio de la Llave,30040,Coatzintla,M30.06,Poza Rica,53296.45994,,
30,Veracruz de Ignacio de la Llave,30030,Camerino Z. Mendoza,M30.05,Orizaba,44714.27937,,
30,Veracruz de Ignacio de la Llave,30206,Nanchital de Lázaro Cárdenas del Río,M30.02,Coatzacoalcos,28527.39889,,
30,Veracruz de Ignacio de la Llave,30093,Jilotepec,M30.08,Xalapa,16818.28791,,
30,Veracruz de Ignacio de la Llave,30082,Ixhuatlán del Sureste,M30.02,Coatzacoalcos,16201.04486,,
30,Veracruz de Ignacio de la Llave,30065,Emiliano Zapata,M30.08,Xalapa,71773.36584,,
30,Veracruz de Ignacio de la Llave,30115,Nogales,M30.05,Orizaba,37477.63557,,
30,Veracruz de Ignacio de la Llave,30022,Atzacan,M30.05,Orizaba,21935.16819,,
30,Veracruz de Ignacio de la Llave,30026,Banderilla,M30.08,Xalapa,23939.68994,,
30,Veracruz de Ignacio de la Llave,30044,Córdoba,M30.03,Córdoba,210171.9861,,
30,Veracruz de Ignacio de la Llave,30133,Pueblo Viejo,M28.05,Tampico,58507.68669,,
30,Veracruz de Ignacio de la Llave,30090,Jamapa,M30.07,Veracruz,11081.78224,,
30,Veracruz de Ignacio de la Llave,30099,Maltrata,M30.05,Orizaba,18789.49693,,
30,Veracruz de Ignacio de la Llave,30028,Boca del Río,M30.07,Veracruz,140676.98543,,
30,Veracruz de Ignacio de la Llave,30185,Tlilapan,M30.05,Orizaba,5302.62191,,
30,Veracruz de Ignacio de la Llave,30135,Rafael Delgado,M30.05,Orizaba,22743.57104,,
30,Veracruz de Ignacio de la Llave,30039,Coatzacoalcos,M30.02,Coatzacoalcos,335076.7498,,
30,Veracruz de Ignacio de la Llave,30131,Poza Rica de Hidalgo,M30.06,Poza Rica,206704.39916,,
30,Veracruz de Ignacio de la Llave,30003,Acayucan,M30.01,Acayucan,89732.08578,,
30,Veracruz de Ignacio de la Llave,30092,Xico,M30.08,Xalapa,38133.01405,,
30,Veracruz de Ignacio de la Llave,30085,Ixtaczoquitlán,M30.05,Orizaba,70829.90409,,
30,Veracruz de Ignacio de la Llave,30068,Fortín,M30.03,Córdoba,65841.67071,,
30,Veracruz de Ignacio de la Llave,30193,Veracruz,M30.07,Veracruz,597350.67115,,
31,Yucatán,31100,Ucú,M31.01,Mérida,4024.21365,,
31,Yucatán,31063,Samahil,M31.01,Mérida,5557.73529,,
31,Yucatán,31101,Umán,M31.01,Mérida,54245.15127,,
31,Yucatán,31002,Acanceh,M31.01,Mérida,17279.03274,,
31,Yucatán,31093,Tixkokob,M31.01,Mérida,19138.62176,,
31,Yucatán,31041,Kanasín,M31.01,Mérida,107601.02996,,
31,Yucatán,31095,Tixpéhual,M31.01,Mérida,6037.02102,,
31,Yucatán,31038,Hunucmá,M31.01,Mérida,35046.38985,,
31,Yucatán,31013,Conkal,M31.01,Mérida,10247.12165,,
31,Yucatán,31090,Timucuy,M31.01,Mérida,7701.08818,,
31,Yucatán,31050,Mérida,M31.01,Mérida,929642.30991,,
32,Zacatecas,32056,Zacatecas,M32.01,Zacatecas-Guadalupe,147957.24834,,
32,Zacatecas,32032,Morelos,M32.01,Zacatecas-Guadalupe,12452.95582,,
32,Zacatecas,32050,Vetagrande,M32.01,Zacatecas-Guadalupe,10319.95904,,
32,Zacatecas,32017,Guadalupe,M32.01,Zacatecas-Guadalupe,188516.88394,,
32,Zacatecas,32057,Trancoso,M32.01,Zacatecas-Guadalupe,18420.58191,,
01,Aguascalientes,01003,Calvillo,P01.01,Calvillo,21773.56603,010030001,Calvillo
01,Aguascalientes,01006,Pabellón de Arteaga,P01.02,Pabellón de Arteaga,30719.77563,010060001,Pabellón de Arteaga
01,Aguascalientes,01007,Rincón de Romos,C01.01,Rincón de Romos,30969.29941,010070001,Rincón de Romos
01,Aguascalientes,01007,Rincón de Romos,C01.01,Rincón de Romos,0,010070133,Cerro del Gato [Colonia]
01,Aguascalientes,01007,Rincón de Romos,C01.01,Rincón de Romos,0,010070419,Lázaro Cárdenas [Fraccionamiento]
03,Baja California Sur,03001,Comondú,P03.01,Ciudad Constitución,47398.97125,030010001,Ciudad Constitución
03,Baja California Sur,03002,Mulegé,P03.02,Santa Rosalía,15796.71317,030020001,Santa Rosalía
03,Baja California Sur,03002,Mulegé,P03.03,Guerrero Negro,15105.1638,030020066,Guerrero Negro
03,Baja California Sur,03008,Los Cabos,P03.04,San José del Cabo,132092.64491,030080001,San José del Cabo
03,Baja California Sur,03008,Los Cabos,P03.05,Cabo San Lucas,175511.99434,030080054,Cabo San Lucas
03,Baja California Sur,03009,Loreto,P03.06,Loreto_BS,20287.24862,030090001,Loreto
04,Campeche,04001,Calkiní,P04.01,Calkiní,16450.31527,040010001,Calkiní
04,Campeche,04003,Carmen,P04.02,Ciudad del Carmen,194484.32036,040030001,Ciudad del Carmen
04,Campeche,04004,Champotón,P04.03,Champotón,37470.72689,040040001,Champotón
04,Campeche,04009,Escárcega,P04.04,Escárcega,33716.94496,040090001,Escárcega
05,Coahuila de Zaragoza,05002,Acuña,P05.01,Ciudad Acuña,147888.21057,050020001,Ciudad Acuña
05,Coahuila de Zaragoza,05003,Allende,P05.02,Allende,23380.48609,050030001,Allende
05,Coahuila de Zaragoza,05020,Múzquiz,P05.03,Ciudad Melchor Múzquiz,39134.13733,050200001,Ciudad Melchor Múzquiz
05,Coahuila de Zaragoza,05020,Múzquiz,P05.04,Palaú,17745.6381,050200093,Palaú
05,Coahuila de Zaragoza,05024,Parras,P05.05,Parras de la Fuente,35927.93538,050240001,Parras de la Fuente
05,Coahuila de Zaragoza,05028,Sabinas,P05.06,Sabinas,62759.82421,050280001,Sabinas
05,Coahuila de Zaragoza,05028,Sabinas,C05.01,Nueva Rosita-Cloete,3469.64905,050280003,Cloete
05,Coahuila de Zaragoza,05032,San Juan de Sabinas,C05.01,Nueva Rosita-Cloete,40740.17476,050320014,Nueva Rosita
05,Coahuila de Zaragoza,05033,San Pedro,P05.07,San Pedro,55352.44706,050330001,San Pedro
06,Colima,06007,Manzanillo,C06.01,Manzanillo,154103.7842,060070001,Manzanillo
06,Colima,06007,Manzanillo,C06.01,Manzanillo,11704.72594,060070021,El Colomo
07,Chiapas,07002,Acala,P07.01,Acala,15111.1034,070020001,Acala
07,Chiapas,07009,Arriaga,P07.02,Arriaga,26555.72262,070090001,Arriaga
07,Chiapas,07015,Cacahoatán,C07.01,Cacahoatán,19597.32469,070150001,Cacahoatán
07,Chiapas,07017,Cintalapa,P07.03,Cintalapa de Figueroa,46484.58439,070170001,Cintalapa de Figueroa
07,Chiapas,07019,Comitán de Domínguez,P07.04,Comitán de Domínguez,114135.85965,070190001,Comitán de Domínguez
07,Chiapas,07034,Frontera Comalapa,C07.02,Frontera Comalapa,20006.7997,070340001,Frontera Comalapa
07,Chiapas,07034,Frontera Comalapa,C07.02,Frontera Comalapa,0,070340137,La Lima
07,Chiapas,07034,Frontera Comalapa,C07.02,Frontera Comalapa,0,070340396,Benito Juárez
07,Chiapas,07034,Frontera Comalapa,C07.02,Frontera Comalapa,0,070340436,Barrio Nuevo
07,Chiapas,07037,Huehuetán,C07.03,Huehuetán,8976.16582,070370001,Huehuetán
07,Chiapas,07037,Huehuetán,C07.03,Huehuetán,6704.20212,070370059,Huehuetán Estación FFCC
07,Chiapas,07040,Huixtla,C07.04,Huixtla,34074.33746,070400001,Huixtla
07,Chiapas,07040,Huixtla,C07.04,Huixtla,0,070400004,Aquiles Serdán
07,Chiapas,07051,Mapastepec,P07.05,Mapastepec,20506.10182,070510001,Mapastepec
07,Chiapas,07052,Las Margaritas,P07.06,Las Margaritas,26147.45925,070520001,Las Margaritas
07,Chiapas,07057,Motozintla,P07.07,Motozintla de Mendoza,32805.27168,070570001,Motozintla de Mendoza
07,Chiapas,07059,Ocosingo,P07.08,Ocosingo,49176.60952,070590001,Ocosingo
07,Chiapas,07061,Ocozocoautla de Espinosa,P07.09,Ocozocoautla de Espinosa,45778.95775,070610001,Ocozocoautla de Espinosa
07,Chiapas,07065,Palenque,P07.10,Palenque,50039.05481,070650001,Palenque
07,Chiapas,07068,Pichucalco,C07.05,Pichucalco,15074.73945,070680001,Pichucalco
07,Chiapas,07068,Pichucalco,C07.05,Pichucalco,0,070680086,Napana
07,Chiapas,07069,Pijijiapan,P07.11,Pijijiapan,18548.30136,070690001,Pijijiapan
07,Chiapas,07074,Reforma,P07.12,Reforma,29344.69633,070740001,Reforma
07,Chiapas,07075,Las Rosas,P07.13,Las Rosas,18723.84512,070750001,Las Rosas
07,Chiapas,07078,San Cristóbal de las Casas,C07.06,San Cristóbal de las Casas,179647.92058,070780001,San Cristóbal de las Casas
07,Chiapas,07078,San Cristóbal de las Casas,C07.06,San Cristóbal de las Casas,2741.23689,070780145,San Antonio del Monte
07,Chiapas,07078,San Cristóbal de las Casas,C07.06,San Cristóbal de las Casas,0,070780172,Molino los Arcos
07,Chiapas,07078,San Cristóbal de las Casas,C07.06,San Cristóbal de las Casas,0,070780174,Las Peras
07,Chiapas,07078,San Cristóbal de las Casas,C07.06,San Cristóbal de las Casas,0,070780194,Monte de los Olivos
07,Chiapas,07094,Teopisca,C07.07,Teopisca,19077.08908,070940001,Teopisca
07,Chiapas,07094,Teopisca,C07.07,Teopisca,0,070940115,El Porvenir
07,Chiapas,07097,Tonalá,P07.14,Tonalá,40133.71985,070970001,Tonalá
07,Chiapas,07102,Tuxtla Chico,C07.01,Cacahoatán,0,071020072,15 de Abril
07,Chiapas,07103,Tuzantán,C07.04,Huixtla,0,071030041,Veintinueve de Diciembre
07,Chiapas,07103,Tuzantán,C07.04,Huixtla,0,071030178,Jubileo Dos Mil
07,Chiapas,07103,Tuzantán,C07.04,Huixtla,0,071030185,San Miguel
07,Chiapas,07103,Tuzantán,C07.04,Huixtla,0,071030210,Los Rosales
07,Chiapas,07103,Tuzantán,C07.04,Huixtla,0,071030214,Tercer Cantón la Curva
07,Chiapas,07106,Venustiano Carranza,P07.15,Venustiano Carranza,15107.23053,071060001,Venustiano Carranza
07,Chiapas,07108,Villaflores,P07.16,Villaflores,37512.94656,071080001,Villaflores
07,Chiapas,07109,Yajalón,C07.08,Yajalón,16110.97706,071090001,Yajalón
07,Chiapas,07109,Yajalón,C07.08,Yajalón,0,071090296,Barranca Nabil
08,Chihuahua,08005,Ascensión,P08.01,Ascensión,17454.54608,080050001,Ascensión
08,Chihuahua,08011,Camargo,P08.02,Santa Rosalía de Camargo,43211.00885,080110001,Santa Rosalía de Camargo
08,Chihuahua,08017,Cuauhtémoc,P08.03,Cuauhtémoc,134524.83111,080170001,Cuauhtémoc
08,Chihuahua,08027,Guachochi,P08.04,Guachochi,17616.95611,080270001,Guachochi
08,Chihuahua,08036,Jiménez,P08.05,José Mariano Jiménez,37008.98848,080360001,José Mariano Jiménez
08,Chihuahua,08040,Madera,P08.06,Madera,16998.80112,080400001,Madera
08,Chihuahua,08050,Nuevo Casas Grandes,P08.07,Nuevo Casas Grandes,63513.92956,080500001,Nuevo Casas Grandes
08,Chihuahua,08052,Ojinaga,P08.08,Manuel Ojinaga,27414.97059,080520001,Manuel Ojinaga
10,Durango,10008,Guadalupe Victoria,P10.01,Guadalupe Victoria,19157.85631,100080001,Guadalupe Victoria
10,Durango,10023,Pueblo Nuevo,P10.02,El Salto,28548.81724,100230001,El Salto
10,Durango,10032,Santiago Papasquiaro,P10.03,Santiago Papasquiaro,29960.65933,100320001,Santiago Papasquiaro
10,Durango,10038,Vicente Guerrero,P10.04,Vicente Guerrero,17726.49121,100380001,Vicente Guerrero
11,Guanajuato,11001,Abasolo,C11.01,Abasolo,28410.69689,110010001,Abasolo
11,Guanajuato,11001,Abasolo,C11.01,Abasolo,0,110010174,Tamazula
11,Guanajuato,11001,Abasolo,C11.01,Abasolo,0,110010586,Colonia Solidaridad (Colonia Morelos)
11,Guanajuato,11002,Acámbaro,P11.01,Acámbaro,56651.67222,110020001,Acámbaro
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,73289.64571,110030001,San Miguel de Allende
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,2174.46855,110030306,Santa Teresita de Don Diego
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,0,110030574,Francisco Villa [Fraccionamiento]
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,0,110030583,Miguel Hidalgo
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,0,110030590,Insurgentes
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,3198.78198,110030591,Colonia San Luis Rey
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,0,110030792,Montes de Loreto
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,0,110030846,Santa Cecilia
11,Guanajuato,11003,San Miguel de Allende,C11.02,San Miguel de Allende,0,110030943,La Lomita
11,Guanajuato,11005,Apaseo el Grande,C11.03,Apaseo el Grande,27575.29733,110050001,Apaseo el Grande
11,Guanajuato,11005,Apaseo el Grande,C11.03,Apaseo el Grande,2862.6562,110050051,San Pedro Tenango el Nuevo
11,Guanajuato,11008,Manuel Doblado,P11.02,Ciudad Manuel Doblado,15060.88578,110080001,Ciudad Manuel Doblado
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,C11.04,Dolores Hidalgo,61677.07619,110140001,Dolores Hidalgo Cuna de la Independencia Nacional
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,C11.04,Dolores Hidalgo,2014.39658,110140132,Ejido Jesús María
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,C11.04,Dolores Hidalgo,1713.87137,110140742,Colonia Padre Hidalgo
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,C11.04,Dolores Hidalgo,0,110140813,San Diego del Llanito
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,403843.86337,110170001,Irapuato
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,11527.47476,110170059,Arandas
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,0,110170064,La Candelaria (El Rodete)
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,2095.9045,110170101,Ejido de Malvas (La Argolla)
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,5330.20304,110170359,Villas de Irapuato
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,0,110170459,Colonia Plan Vivirá
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,0,110170466,Las Malvas (El Resbalón)
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,0,110170819,Fraccionamiento las Huertas
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,0,110170863,Fraccionamiento las Liebres
11,Guanajuato,11017,Irapuato,C11.05,Irapuato,0,110170867,Las Huertas Tercera Sección
11,Guanajuato,11018,Jaral del Progreso,P11.03,Jaral del Progreso,22213.01028,110180001,Jaral del Progreso
11,Guanajuato,11026,Romita,P11.04,Romita,22248.31546,110260001,Romita
11,Guanajuato,11027,Salamanca,C11.06,Salamanca,173831.17879,110270001,Salamanca
11,Guanajuato,11027,Salamanca,C11.06,Salamanca,0,110270089,La Luz (La Cal)
11,Guanajuato,11027,Salamanca,C11.06,Salamanca,0,110270362,El Pitahayo
11,Guanajuato,11028,Salvatierra,C11.07,Salvatierra,37372.77969,110280001,Salvatierra
11,Guanajuato,11028,Salvatierra,C11.07,Salvatierra,10405.46701,110280064,Urireo
11,Guanajuato,11030,San Felipe,P11.05,San Felipe,32103.21221,110300001,San Felipe
11,Guanajuato,11032,San José Iturbide,C11.08,San José Iturbide,25358.84717,110320001,San José Iturbide
11,Guanajuato,11032,San José Iturbide,C11.08,San José Iturbide,0,110320254,El Pinito
11,Guanajuato,11033,San Luis de la Paz,C11.09,San Luis de la Paz,50526.2221,110330001,San Luis de la Paz
11,Guanajuato,11033,San Luis de la Paz,C11.09,San Luis de la Paz,9934.28629,110330110,Misión de Chichimecas
11,Guanajuato,11033,San Luis de la Paz,C11.09,San Luis de la Paz,0,110330565,Colonia Benito Juárez
11,Guanajuato,11035,Santa Cruz de Juventino Rosas,C11.10,Juventino Rosas,44566.77285,110350001,Juventino Rosas
11,Guanajuato,11035,Santa Cruz de Juventino Rosas,C11.10,Juventino Rosas,0,110350184,Juan Mendoza Rangel (Ejidal Zúñiga)
11,Guanajuato,11042,Valle de Santiago,P11.06,Valle de Santiago,71657.0181,110420001,Valle de Santiago
11,Guanajuato,11046,Yuriria,P11.07,Yuriria,29308.80219,110460001,Yuriria
12,Guerrero,12007,Arcelia,P12.01,Arcelia,20218.58412,120070001,Arcelia
12,Guerrero,12011,Atoyac de -lvarez,C12.01,Atoyac de -lvarez,20684.34458,120110001,Atoyac de Álvarez
12,Guerrero,12011,Atoyac de -lvarez,C12.01,Atoyac de -lvarez,3274.59447,120110071,El Ticui
12,Guerrero,12012,Ayutla de los Libres,P12.02,Ayutla de los Libres,17636.71349,120120001,Ayutla de los Libres
12,Guerrero,12028,Chilapa de Álvarez,P12.03,Chilapa de -lvarez,33780.8389,120280001,Chilapa de Álvarez
12,Guerrero,12034,Huitzuco de los Figueroa,P12.04,Ciudad de Huitzuco,19266.218,120340001,Ciudad de Huitzuco
12,Guerrero,12035,Iguala de la Independencia,C12.02,Iguala de la Independencia,122789.89518,120350001,Iguala de la Independencia
12,Guerrero,12035,Iguala de la Independencia,C12.02,Iguala de la Independencia,0,120350161,Colonia Vista Hermosa
12,Guerrero,12035,Iguala de la Independencia,C12.02,Iguala de la Independencia,0,120350176,El Mezquite
12,Guerrero,12038,Zihuatanejo de Azueta,P12.05,Zihuatanejo,69161.09209,120380001,Zihuatanejo
12,Guerrero,12046,Ometepec,P12.06,Ometepec,28024.94566,120460001,Ometepec
12,Guerrero,12048,Petatlán,P12.07,Petatlán,22064.03399,120480001,Petatlán
12,Guerrero,12050,Pungarabato,C12.03,Ciudad Altamirano-Riva Palacio,24879.16504,120500001,Ciudad Altamirano
12,Guerrero,12050,Pungarabato,C12.03,Ciudad Altamirano-Riva Palacio,0,120500014,Santa Bárbara
12,Guerrero,12050,Pungarabato,C12.03,Ciudad Altamirano-Riva Palacio,0,120500020,Santa Bárbara [Unidad Habitacional]
12,Guerrero,12055,Taxco de Alarcón,P12.08,Taxco de Alarcón,51659.00279,120550001,Taxco de Alarcón
12,Guerrero,12057,Técpan de Galeana,C12.04,Técpan de Galeana,15595.41741,120570001,Técpan de Galeana
12,Guerrero,12057,Técpan de Galeana,C12.04,Técpan de Galeana,9544.67277,120570086,El Súchil
12,Guerrero,12058,Teloloapan,P12.09,Teloloapan,26155.52445,120580001,Teloloapan
12,Guerrero,12061,Tixtla de Guerrero,P12.10,Tixtla de Guerrero,23919.33137,120610001,Tixtla de Guerrero
12,Guerrero,12066,Tlapa de Comonfort,C12.05,Tlapa de Comonfort,54700.30714,120660001,Tlapa de Comonfort
12,Guerrero,12066,Tlapa de Comonfort,C12.05,Tlapa de Comonfort,0,120660005,Atlamajac
12,Guerrero,12066,Tlapa de Comonfort,C12.05,Tlapa de Comonfort,0,120660073,Colonia Constitución
12,Guerrero,12066,Tlapa de Comonfort,C12.05,Tlapa de Comonfort,0,120660089,Ninguno [Unidad Habitacional]
12,Guerrero,12066,Tlapa de Comonfort,C12.05,Tlapa de Comonfort,0,120660092,Colonia Monte Sinaí
13,Hidalgo,13003,Actopan,C13.01,Actopan,31053.72861,130030001,Actopan
13,Hidalgo,13003,Actopan,C13.01,Actopan,3358.63594,130030005,El Boxtha
13,Hidalgo,13003,Actopan,C13.01,Actopan,2921.47134,130030014,El Huaxtho
13,Hidalgo,13005,Ajacuba,C13.08,Tetepango-Ajacuba,7298.84096,130050001,Ajacuba
13,Hidalgo,13008,Apan,C13.02,Apan,26080.9634,130080001,Apan
13,Hidalgo,13008,Apan,C13.02,Apan,0,130080200,San José el Mirador
13,Hidalgo,13008,Apan,C13.02,Apan,0,130080233,Ampliación Loma Bonita
13,Hidalgo,13023,Francisco I. Madero,C13.01,Actopan,5426.27278,130230012,El Rosario
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,45876.04214,130280001,Huejutla de Reyes
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,0,130280026,Coco Chico
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,0,130280027,Coco Grande
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,4428.30081,130280042,Chililico
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,0,130280093,Tepexititla
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,0,130280134,Zapotitla
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,0,130280191,La Curva Tlaltzintla
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,0,130280210,Palzoquiapa
13,Hidalgo,13028,Huejutla de Reyes,C13.03,Huejutla de Reyes,0,130280262,La Curva Tlaltzintla II
13,Hidalgo,13030,Ixmiquilpan,C13.04,Ixmiquilpan,34789.53029,130300001,Ixmiquilpan
13,Hidalgo,13030,Ixmiquilpan,C13.04,Ixmiquilpan,4427.24036,130300035,Panales
13,Hidalgo,13041,Mixquiahuala de Juárez,C13.05,Mixquiahuala-Progreso,27431.4669,130410001,Mixquiahuala de Juárez
13,Hidalgo,13050,Progreso de Obregón,C13.05,Mixquiahuala-Progreso,18673.81443,130500001,Progreso de Obregón
13,Hidalgo,13054,San Salvador,C13.01,Actopan,3399.22183,130540019,San Antonio Zaragoza
13,Hidalgo,13061,Tepeapulco,C13.06,Ciudad Sahagún-Tepeapulco,16938.86831,130610001,Tepeapulco
13,Hidalgo,13061,Tepeapulco,C13.06,Ciudad Sahagún-Tepeapulco,28086.35903,130610002,Fray Bernardino de Sahagún (Ciudad Sahagún)
13,Hidalgo,13063,Tepeji del Río de Ocampo,C13.07,Tepeji de Ocampo,31484.34561,130630001,Tepeji del Río de Ocampo
13,Hidalgo,13063,Tepeji del Río de Ocampo,C13.07,Tepeji de Ocampo,5319.52028,130630020,Tianguistengo (La Romera)
13,Hidalgo,13063,Tepeji del Río de Ocampo,C13.07,Tepeji de Ocampo,4904.19065,130630021,Tinajas
13,Hidalgo,13063,Tepeji del Río de Ocampo,C13.07,Tepeji de Ocampo,0,130630053,Unidad Obrera Habitacional CTM
13,Hidalgo,13065,Tetepango,C13.08,Tetepango-Ajacuba,9880.11536,130650001,Tetepango
13,Hidalgo,13067,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,4924.76356,130670001,Tezontepec de Aldama
13,Hidalgo,13067,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,5882.4502,130670005,Huitel
13,Hidalgo,13067,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,5512.45645,130670006,Mangas
13,Hidalgo,13067,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,5383.49825,130670008,Panuaya
13,Hidalgo,13067,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,7023.41983,130670009,Presas
13,Hidalgo,13067,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,0,130670018,San Isidro Presas
13,Hidalgo,13067,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,0,130670020,La Loma
13,Hidalgo,13072,Tlanalapa,C13.06,Ciudad Sahagún-Tepeapulco,0,130720010,San Vicente
13,Hidalgo,13081,Zacualtipán de ángeles,P13.01,Zacualtipán,29114.91891,130810001,Zacualtipán
13,Hidalgo,13084,Zimapán,P13.02,Zimapán,15282.40493,130840001,Zimapán
14,Jalisco,14003,Ahualulco de Mercado,P14.01,Ahualulco de Mercado,15807.50687,140030001,Ahualulco de Mercado
